hgnc_symbol,uniprotswissprot
PPL,O60437
MAFF,Q9ULX9
PPL,""
MAFF,""
HSD17B6,O14756
NXF2B,Q9GZY0
NID2,Q14112
HSD17B6,""
TEX28,O15482
CCDC134,Q9H6E4
KNSTRN,Q9Y448
CCDC134,""
NID2,""
SPANXN2,Q5MJ10
TMEM41B,Q5BJD5
SEC14L5,O43304
SEC14L5,""
TMSB15C,""
TMSB15C,P0DX04
ALG1,""
GRSF1,Q12849
TMEM41B,""
TLK2,""
CD93,""
ZFHX2,Q9C0A1
MAGIX,Q9H6Y5
KNSTRN,""
ZFHX2,""
CD93,Q9NPY3
MAGIX,""
IPO7,""
DDR1,Q08345
GCK,""
GRSF1,""
ALG1,Q9BT22
GCK,P35557
LYSMD4,""
DMTN,Q08495
JPH4,Q96JJ6
JPH4,""
IPO7,O95373
CCDC88C,""
C7orf33,Q8WU49
LYSMD4,Q5XG99
EZH2,""
TLK2,Q86UE8
CD5,P06127
CD5,""
DENND4B,O75064
BTNL2,""
VPS37C,A5D8V6
DENND4B,""
SLC6A3,Q01959
BCL2L13,Q9BXK5
VPS37C,""
CCDC88C,Q9P219
IDO2,Q6ZQW0
MCTP2,""
USP17L2,Q6R6M4
CLNK,Q7Z7G1
CLNK,""
BCL2L13,""
CRTC2,""
OR10C1,Q96KK4
MCTP2,Q6DN12
OR10C1,""
IRAK1,P51617
EZH2,Q15910
IRAK1,""
CCDC78,""
CCDC78,A2IDD5
ZNG1E,Q5RIA9
ECT2,Q9H8V3
PGA3,P0DJD8
ZSCAN31,Q96LW9
PGA3,""
ECT2,""
NR0B1,P51843
NR0B1,""
CRTC2,Q53ET0
EXTL3,O43909
MAPK6,Q16659
EXTL3,""
FOXD4L4,Q8WXT5
ZSCAN31,""
ARHGAP11A-SCG5,""
ARHGEF28,Q8N1W1
TXLNG,Q9NUQ3
ARHGEF28,""
CCDC146,""
WASHC1,A8K0Z3
METTL24,Q5JXM2
WASHC1,""
GOLGA8M,H3BSY2
SLC4A1,""
RBBP7,""
CCDC146,Q8IYE0
NACA,Q13765
NACA,""
UBE2V2,""
PGA5,P0DJD9
NACA,E9PAV3
PGA5,""
SHF,""
CARD9,Q9H257
CREB3L4,""
SHF,Q7M4L6
ERN2,Q76MJ5
SLC4A1,P02730
ERN2,""
UBE2V2,Q15819
TRIM74,Q86UV6
GOLGA6L7,A0A1B0GV03
MFSD5,Q6N075
MFSD5,""
RBBP7,Q16576
LRATD2,Q96KN1
ZNF853,P0CG23
CHP2,O43745
DMXL1,""
ZNF316,A6NFI3
ZNF316,""
ZNF12,P17014
NR2E3,""
CREB3L4,Q8TEY5
ZNF12,""
ESPL1,Q14674
RUNDC3A,Q59EK9
NR2E3,Q9Y5X4
TFAP2C,Q92754
TFAP2C,""
MUC3A,Q02505
MTA3,""
MUC3A,""
REPS2,Q8NFH8
ESPL1,""
AGO2,Q9UKV8
PRKCB,P05771
PABIR3,""
LBP,P18428
PRKCB,""
MUC17,""
AGO2,""
JTB,O76095
MUC17,Q685J3
MTA3,Q9BTC8
CACNG3,O60359
PABIR3,Q6P4D5
HELLS,Q9NRZ9
TRIM56,Q9BRZ2
TRIM56,""
ZNF705D,P0CH99
HOXA1,""
HELLS,""
FGF20,Q9NP95
FGF20,""
CRTC3,Q6UUV7
DMXL1,Q9Y485
FANCC,Q00597
HOXA2,O43364
XRN1,Q8IZH2
CRTC3,""
XRN1,""
RAB13,""
NUTM2B,A6NNL0
HOXA5,P20719
FANCC,""
TASOR2,""
CTHRC1,Q96CG8
HOXA6,P31267
CTHRC1,""
TASOR2,Q5VWN6
RAB13,P51153
HOXA7,P31268
HOXA7,""
HOXA9,P31269
RPS27,P42677
HOXA9,""
ANKRD17,O75179
MAP7,Q14244
RPS27,""
ARID3C,A6NKF2
ARID3C,""
ANKRD17,""
POPDC2,""
MOSPD1,Q9UJG1
C1orf52,Q8N6N3
HOXA11,P31270
PRELID2,Q8N945
HOXA11,""
SMIM10,Q96HG1
PRELID2,""
POPDC2,Q9HBU9
HOXA13,P31271
RBBP6,""
ARHGEF18,Q6ZSZ5
MAP7,""
TCEAL8,Q8IYN2
ARHGEF18,""
EVX1,""
SLC25A39,Q9BZJ4
TCEAL8,""
COX17,""
EVX1,P49640
PYROXD2,Q8N2H3
PYROXD2,""
TCEAL5,Q5H9L2
COX17,Q14061
BEX2,Q9BXY8
MAML3,Q96JK9
MAML3,""
SLC25A39,""
BEX2,""
MCCC2,Q9HCC0
IL20RA,Q9UHF4
IL20RA,""
CYP2A7,P20853
CYP2A7,""
HPS1,""
ZCCHC4,Q9H5U6
FAM171A2,A8MVW0
FAM171A2,""
NEK6,Q9HC98
NAIP,Q13075
RBBP6,Q7Z6E9
ARIH2,""
ZCCHC4,""
NSUN5,Q96P11
MARCHF2,Q9P0N8
MARCHF2,""
IDH1,O75874
NSUN5,""
HPS1,Q92902
HAPSTR1,Q14CZ0
HAPSTR1,""
NEK6,""
IDH1,""
ITGA2B,""
ZNF573,""
GNL1,P36915
ZNF573,Q86YE8
GNL1,""
MANEA,""
ITGA2B,P08514
TRIM50,Q86XT4
MANEA,Q5SRI9
PMM2,""
TRIM7,Q9C029
INTS12,Q96CB8
PDIA3,""
INTS12,""
NT5E,P21589
PSMB7,Q99436
NT5E,""
PSMB7,""
PFKP,""
PMM2,O15305
TRIM41,""
PDIA3,P30101
TRIM41,Q8WV44
NR5A1,Q13285
FKBP6,O75344
NR5A1,""
FKBP6,""
THEMIS,Q8N1K5
NMBR,P28336
THEMIS,""
EIPR1,""
EIPR1,Q53HC9
GOLGA6L2,Q8N9W4
GOLGA6L2,""
FAM20C,""
ARHGAP4,""
SWI5,""
NUDT21,O43809
CEP104,""
PGBD1,Q96JS3
CEP104,O60308
NUDT21,""
HERC6,Q8IVU3
SEMA3D,O95025
ERAL1,""
HERC6,""
ARIH2,O95376
SEMA3D,""
ARHGAP4,P98171
RTBDN,Q9BSG5
DFFB,""
NRM,""
ENOPH1,Q9UHY7
CASTOR2,A6NHX0
ENOPH1,""
NRM,Q8IXM6
GOLGA6L25,P0DX01
GOLGA6L26,P0DX02
MRFAP1,Q9Y605
GOLGA6L24,P0DX00
ERAL1,O75616
RTBDN,""
DFFB,O76075
FANCG,""
PFKP,Q01813
CDH24,Q86UP0
ISL2,Q96A47
ISL2,""
ANAPC13,Q9BS18
OTUD7A,Q8TE49
OTUD7A,""
DHRS13,Q6UX07
AK9,""
RCC1L,Q96I51
SP1,""
AK9,Q5TCS8
HPN,P05981
GTF2H2C_2,""
HPN,""
RCC1L,""
ACP6,""
FZD9,O00144
MBIP,Q9NS73
RBAK,Q9NYW8
PRR19,A6NJB7
SP1,P08047
MBIP,""
H3C6,P68431
DENND11,A4D1U4
TAAR1,Q96RJ0
SMIM47,D0EPY3
DENND11,""
SMIM47,""
PRPF18,""
AMOTL2,Q9Y2J4
THSD4,Q6ZMP0
ACP6,Q9NPH0
THSD4,""
PRPF18,Q99633
FANCG,O15287
AMOTL2,""
C1orf21,Q9H246
C1orf21,""
GTF2H2C_2,Q6P1K8
IFNA17,P01571
IFNA14,P01570
IFNA5,P01569
NAA10,P41227
IFNA2,P01563
IFNA8,P32881
IFNA1,P01562
AMHR2,Q16671
IFNE,Q86WN2
HSPA6,P17066
ZNF559,""
CENPE,Q02224
RACK1,P63244
AMHR2,""
PHF12,Q96QT6
NAA10,""
CENPE,""
TMEM108,Q6UXF1
PHF12,""
PROK1,P58294
KCNA10,Q16322
TMEM108,""
ZNF559,Q9BR84
CCDC180,""
KCNA2,""
PNLIP,P16233
KCNA2,P16389
RACK1,""
SNRPD2,P62316
SNRPD2,""
INTS14,""
LYAR,Q9NX58
DDB1,Q16531
LYAR,""
DDB1,""
OR10H2,O60403
HELT,A6NFD8
PRR13,Q9NZ81
GFY,I3L273
PRR13,""
DAND5,""
DAND5,Q8N907
HELT,""
MEPE,Q9NQ76
OR10H3,O60404
OR7E24,""
OR7E24,Q6IFN5
OR1I1,O60431
OR10H1,Q9Y4A9
MYO3B,Q8WXR4
MEPE,""
ABCB5,Q2M3G0
SFXN3,Q9BWM7
SFXN3,""
OR7A10,O76100
WEE2,P0C1S8
WEE2,""
MYO3B,""
BDP1,A6H8Y1
SLC12A8,A0AV02
TIGD1,Q96MW7
SCART1,Q4G0T1
ANKRD20A1,Q5TYW2
ANKRD20A1,""
TRIM52,""
TRIM52,Q96A61
CIMAP1D,Q3SX64
CBX5,P45973
INTS14,Q96SY0
LIPJ,Q5W064
LIPJ,""
DCANP1,Q8TF63
CBX5,""
TIFAB,Q6ZNK6
FDPS,""
ABCB5,""
NFE2,Q16621
SLC12A8,""
CDKN2A,P42771
NPM3,O75607
ATP6V0E2,Q8NHE4
NFE2,""
CDKN2A,Q8N726
NECTIN2,Q92692
CDKN2A,""
NKX2-3,Q8TAU0
GPM6A,P51674
ATP6V0E2,""
NECTIN2,""
PTPRN2,""
TOMM40,""
PDCD6,""
GPM6A,""
ENTPD7,Q9NQZ7
TKFC,""
ENTPD7,""
FDPS,P14324
BBS2,Q9BXC9
RTF1,Q92541
CFAP36,Q96G28
CUTC,Q9NTM9
RTF1,""
CFAP36,""
CUTC,""
MESP1,Q9BRJ9
TKFC,Q3LXA3
RUSC2,Q8N2Y8
COX15,Q7KZN9
PDCD6,O75340
TAX1BP1,""
SEMA4B,""
CIMIP2B,""
COPZ1,""
CCDC6,Q16204
CIMIP2B,A8MTA8
PITX2,Q99697
VSX1,Q9NZR4
BBS2,""
TIAM2,Q8IVF5
TOMM40,O96008
CCDC150,""
TIAM2,""
MRPS2,Q9Y399
PITX2,""
MRPS2,""
RPGR,Q92834
APOE,""
CDK1,""
RLN2,P04090
APOE,P02649
RLN2,""
RLN1,P04808
CDK1,P06493
CYB561A3,Q8NBI2
RPGR,""
FDXR,""
APOC1,P02654
SLC25A28,""
GPR6,P46095
PLGRKT,Q9HBL7
APOC1,""
CCDC150,Q8NCX0
FGFR4,""
COPZ1,P61923
UFL1,O94874
SLC10A7,Q0GE19
SEMA4B,Q9NPR2
CYB561A3,""
FHL5,Q5TD97
MMGT1,Q8N4V1
SLC10A7,""
MMGT1,""
APOC4,P55056
APOC4,""
SLC25A28,Q96A46
FDXR,P22570
APOC4-APOC2,""
CD274,Q9NZQ7
ZC4H2,Q9NQZ6
APOC2,""
NKX6-2,Q9C056
PF4V1,P10720
APOC2,P02655
ZC4H2,""
CXCL1,P09341
GPR84,Q9NQS5
CCDC9B,Q6ZUT6
TAX1BP1,Q86VP1
CCDC9B,""
PF4,P02776
PF4,""
PTK2,Q05397
PTK2,""
PDCD1LG2,Q9BQ51
CXCL5,P42830
MRPL51,Q4U2R6
MOB3B,Q86TA1
CXCL3,P19876
IFNK,Q9P0W0
SERAC1,Q96JX3
REELD1,A0A1B0GV85
REELD1,""
FADS6,""
MRPL51,""
ATXN1L,P0C7T5
DTX2,""
USH1G,Q495M9
USH1G,""
SERAC1,""
OTOP2,""
OTOP2,Q7RTS6
CNOT6L,Q96LI5
CNOT6L,""
LCTL,Q6UWM7
OTOP3,Q7RTS5
GTF3C3,Q9Y5Q9
GTF3C3,""
LCTL,""
C2orf66,""
HID1,Q8IV36
GPSM2,P81274
NCAPD2,""
GTF2H5,""
GTF2H5,Q6ZYL4
CFAP46,Q8IYW2
GPSM2,""
CFAP46,""
C9orf72,""
HID1,""
HGFAC,Q04756
HGFAC,""
C9orf72,Q96LT7
CLPTM1,O96005
DYNLT4,Q5JR98
DOK7,Q18PE1
LINGO2,Q7L985
IST1,""
CDR2L,Q86X02
DOK7,""
LINGO2,""
FGFR4,P22455
ZBTB34,""
CLPTM1,""
S1PR3,Q99500
MRPL58,""
MRPL58,Q14197
CPSF7,Q8N684
FRMD4A,Q9P2Q2
PGAP1,Q75T13
FRMD4A,""
C8orf88,P0DMB2
KCNQ5,Q9NR82
KCNK2,""
ZNF563,Q8TA94
SHC3,Q92529
SHC3,""
ZNF563,""
ATP5PD,O75947
ATP5PD,""
OR1D2,P34982
ZNF442,Q9H7R0
CKS2,P33552
KCNQ5,""
PGAP1,""
NACA2,Q9H009
ZNF442,""
PIP4P2,Q8N4L2
PIP4P2,""
ALG2,Q9H553
TRIM39-RPP21,""
LRPAP1,P30533
ALG2,""
DTX2,Q86UW9
ZNF799,""
H2AC14,Q99878
NCAPD2,Q15021
H2BC14,Q99879
SEC61B,""
ZNF799,Q96GE5
H4C11,P62805
LRPAP1,""
SEC61B,P60468
KCNK2,O95069
IPMK,Q8NFU5
ZNF443,Q9Y2A4
LY86,O95711
ZNF443,""
OTUD6B,Q8N6M0
H3C10,P68431
CISD1,Q9NZ45
ZNF709,Q8N972
ZNF709,""
CPSF7,""
MFGE8,Q08431
MFGE8,""
OTUD6B,""
LRRC69,""
ENTPD6,O75354
RAB24,Q969Q5
SYCE2,Q6PIF2
SYCE2,""
LRRC69,Q6ZNQ3
GATA3,""
PRKCG,""
IL1R1,""
RAB24,""
ENTPD6,""
CIB1,Q99828
MTMR4,""
CIB1,""
MTMR4,Q9NYA4
GATA3,P23771
EHD4,Q9H223
PRELID1,Q9Y255
PRELID1,""
PLA2G4D,Q86XP0
DMD,""
IST1,P53990
FAM120A,Q9NZB2
HLA-C,""
FAM120A,""
PLA2G4E,""
OR13C3,""
OR13D1,""
HLA-C,P10321
RGS14,O43566
PLA2G4E,Q3MJ16
RGS12,O14924
SLC26A7,""
RGS14,""
PRKCG,P05129
SAXO4,Q7Z5V6
SAXO4,""
LRRC10B,A6NIK2
CACNG7,P62955
RO60,P10155
HLA-G,""
HLA-G,P17693
CACNG7,""
RO60,""
LACTB,P83111
TUT1,""
PRSS2,P07478
CACNG8,Q8WXS5
TUT1,Q9H6E5
LACTB,""
RGS12,""
KIF25,Q9UIL4
KIF25,""
APBA1,""
CACNG6,Q9BXT2
IL1R1,P14778
APBA1,Q02410
CACNG6,""
BRIP1,""
EYA2,O00167
PRSS1,""
TNPO3,Q9Y5L0
RPS27L,Q71UM5
RPS27L,""
PRSS1,P07477
PTAR1,""
BRIP1,Q9BX63
TNPO3,""
SYT6,""
PTAR1,Q7Z6K3
GAPDH,P04406
EYA2,""
MEX3B,Q6ZN04
H2BK1,A0A2R8Y619
DMD,P11532
GAPDH,""
IL1RL2,Q9HB29
OR6V1,Q8N148
GOLGA6L10,A6NI86
OR1E1,P30953
IL1RL2,""
OR1E2,P47887
BRD9,""
SYT6,Q5T7P8
ARHGAP18,Q8N392
MTA2,O94776
MGAM2,Q2M2H8
TNRC18,""
PDE10A,""
TNRC18,O15417
IL1RL1,Q01638
BRD9,Q9H8M2
OR9A2,Q8NGT5
YAF2,Q8IY57
TSACC,Q96A04
TSACC,""
EML3,""
YAF2,""
MUC12,Q9UKN1
PDE10A,Q9Y233
MUC12,""
ZNF821,""
IL1RL1,""
EFL1,Q7Z2Z2
EFL1,""
SLC26A7,Q8TE54
HLA-DPA1,P20036
HLA-DPA1,""
TRIP13,Q15645
ARRDC2,Q8TBH0
TRIP13,""
EPHB6,""
ELF2,Q15723
SLC9A4,Q6AI14
ARRDC2,""
HLA-DQA1,""
SPATA22,Q8NHS9
LIPT1,Q9Y234
LIPT1,""
SPATA22,""
ZNF821,O75541
ELF2,""
ZCWPW1,Q9H0M4
CFAP57,Q96MR6
ASPA,""
CFAP57,""
HLA-DQA1,P01909
SLC44A1,Q8WWI5
ZCWPW1,""
SLC44A1,""
CSN2,P05814
MITD1,""
OR2W1,Q9Y3N9
ASPA,P45381
"",P0CJ73
EBNA1BP2,Q99848
TICRR,Q7Z2Z1
MITD1,Q8WV92
TICRR,""
KIF7,""
DHODH,""
EBNA1BP2,""
DHODH,Q02127
WARS2,Q9UGM6
MRPL30,Q8TCC3
MRPL30,""
TCAF2,A6NFQ2
ALOX12,P18054
ALOX12,""
HK1,P19367
DHX38,""
HK1,""
HLA-DQB1,""
ZNF479,Q96JC4
UMAD1,""
PACC1,Q9H813
RNASEK,Q6P5S7
LYG1,Q8N1E2
UMAD1,C9J7I0
SLC12A7,Q9Y666
MCM4,""
RNASEK,""
KIF7,Q2M1P5
ODAM,A1E959
SPAM1,""
UQCRQ,O14949
ODAM,""
RNASEK-C17orf49,""
ZNF311,Q5JNZ3
PRSS58,Q8IYP2
OR2B3,O76000
SPAM1,P38567
LEAP2,Q969E1
FDCSP,Q8NFU4
EML3,Q32P44
TXNDC9,O14530
TXNDC9,""
CDX1,P47902
HOXA3,O43365
HOXA3,""
CFAP97,Q9P2B7
CFAP97,""
C2orf69,Q8N8R5
C17orf49,Q8IXM2
C17orf49,""
FZR1,Q9UM11
FZR1,""
FBXL17,Q9UF56
FBXL17,""
DHX38,Q92620
ARL15,""
AMZ1,Q400G9
FAM76A,Q8TAV0
TYW5,A2RUC4
ROM1,""
ROM1,Q03395
ARL15,Q9NXU5
FAM76A,""
BCL6B,Q8N143
BCL6B,""
ZNF679,Q8IYX0
CCDC7,Q96M83
ZNF736,""
TYW5,""
ZNF736,B4DX44
SLC16A13,Q7RTY0
HMG20B,""
SNX25,Q9H3E2
GLRX2,Q9NS18
PTPA,""
HMG20B,Q9P0W2
ZNF680,Q8NEM1
TFCP2L1,Q9NZI6
B3GAT3,O94766
PTPA,Q15257
B3GAT3,""
PPHLN1,""
REPIN1,""
PPHLN1,Q8NEY8
SNX25,""
REPIN1,Q9BWE0
CCDC7,""
DHX29,Q7Z478
GIPC3,Q8TF64
CLEC10A,""
GIPC3,""
DHX29,""
CLEC10A,Q8IUN9
GANAB,Q14697
ZNF775,""
ZNF775,Q96BV0
CCDC124,Q96CT7
CCDC124,""
ORM1,P02763
TEKTIP1,""
GIMAP8,Q8ND71
TEKTIP1,A6NCJ1
CYP4V2,Q6ZWL3
NEUROD6,Q96NK8
MCM4,P33991
LAMA2,""
PPP1R17,O96001
SF3B1,""
ORM2,P19652
REEP2,Q9BRK0
LAMA2,P24043
DEFB131A,P59861
REEP2,""
SMIM20,Q8N5G0
SMIM20,""
FAM53A,""
ASGR1,P07306
FAM53A,Q6NSI3
ASGR1,""
ZNF273,Q14593
ZNF273,""
RIPK2,""
SF3B1,O75533
CDH16,O75309
OPA1,O60313
ZCRB1,Q8TBF4
CLK4,Q9HAZ1
CDH16,""
MARCHF1,Q8TCQ1
ZCRB1,""
MARCHF1,""
HSPE1,""
TRA2A,Q13595
RIPK2,O43353
OPA1,""
TNF,""
OR11A1,Q9GZK7
HSPE1,P61604
TRA2A,""
AKNA,Q7Z591
CIAO2B,""
NEUROG2,Q9H2A3
HSPE1-MOB4,""
CIAO2B,Q9Y3D0
OSGIN2,Q9Y236
LARP7,""
OSGIN2,""
DVL2,O14641
DVL2,""
CCDC126,Q96EE4
FKBP8,Q14318
CCDC126,""
FKBP8,""
TNFRSF25,""
DECR1,""
CLK4,""
LARP7,Q4G0J3
OR2A25,""
OR2A2,""
OR2A14,""
CTAGE4,""
ARHGEF35,""
OR2A42,""
GPR156,""
CTAGE8,P0CG41
OR2A1,""
DENND1A,Q8TEH3
DENND1A,""
IFFO1,""
GPR156,Q8NFN8
LCORL,""
LCORL,Q8N3X6
PHF23,Q9BUL5
FAM221A,A4D161
CGGBP1,Q9UFW8
CES2,O00748
FAM221A,""
CES2,""
PHF23,""
CGGBP1,""
SOD3,""
TOR1B,O14657
TOR1B,""
MOB4,Q9Y3A3
IFFO1,Q0D2I5
SOD3,P08294
ZNF654,Q8IZM8
MOB4,""
TOR1A,O14656
TOR1A,""
TMEM233,B4DJY2
CCDC149,""
SDHA,""
DECR1,Q16698
CCDC149,Q6ZUS6
KXD1,Q9BQD3
KXD1,""
C9orf78,Q9NZ63
CFAP210,Q0VFZ6
CFAP210,""
GABARAP,O95166
GABARAP,""
CES3,""
SDHA,P31040
CES3,Q6UWW8
PHOSPHO2,Q8TCD6
PRKAB1,Q9Y478
TNFRSF25,Q93038
PHOSPHO2,""
PRKAB1,""
CBFB,""
KLHL23,""
CRLF1,""
CRLF1,O75462
CCNJL,""
KLHL23,Q8NBE8
CBFB,Q13951
CCNJL,Q8IV13
REX1BD,Q96EN9
RASA4,O43374
GANAB,""
REX1BD,""
RASA4,""
SSB,""
SSB,P05455
FOXP3,Q9BZS1
FOXP3,""
INTS5,Q6P9B9
CTDNEP1,""
TMEM59L,Q9UK28
PGK1,P00558
C11orf98,E9PRG8
C11orf98,""
HSF4,""
USP20,Q9Y2K6
HSPA4,P34932
CYP51A1,""
TMEM59L,""
MYO6,""
CYP51A1,Q16850
RHOXF1P3,""
CTDNEP1,O95476
RHOXF2B,P0C7M4
RCOR3,""
ZNF69,Q9UC07
ZNF69,""
ARHGEF35,A5YM69
RHOXF1,Q8NHV9
ZNF700,""
ZNF700,Q9H0M5
IL13,P35225
HSF4,Q9ULV5
RHOXF2,Q9BQY4
SCARB2,Q14108
SCARB2,""
ZNF763,""
ZNF763,Q0D2J5
ZBTB33,Q86T24
METTL5,""
METTL5,Q9NRN9
CFI,P05156
MLF2,Q15773
CFI,""
ZNF20,""
TMEM271,A0A286YF58
MLF2,""
NME3,Q13232
UBXN1,Q04323
NME3,""
RCOR3,Q9P2K3
ZNF20,P17024
ZNF625-ZNF20,""
ZNF625,""
UBXN1,""
ZNF625,Q96I27
TMEM255A,Q5JRV8
HSPA1B,P0DMV9
TMEM255A,""
HSPA1B,""
PHB2,""
POGK,""
PIN4,""
POGK,Q9P215
FER,P16591
PIN4,Q9Y237
LRRN4CL,Q8ND94
FER,""
PHB2,Q99623
HNRNPUL2-BSCL2,""
ERCC6L,""
ERCC6L,Q2NKX8
KLC3,""
SPMIP8,Q6URK8
MYO6,Q9UM54
FANCI,""
FANCI,Q9NVI1
SOCS1,O15524
HNRNPUL2,Q1KMD3
RPS4X,P62701
CHRM1,P11229
CHRM1,""
KLC3,Q6P597
NFYB,P25208
CITED1,Q99966
NFYB,""
PDE6B,P35913
QRICH2,""
PPP1R13L,""
EID3,Q8N140
PAQR6,Q6TCH4
PDE6B,""
CITED1,""
QRICH2,Q9H0J4
RHOV,Q96L33
RASL10B,Q96S79
RNFT2,Q96EX2
VPS18,Q9P253
VPS18,""
MDC1,Q14676
GAS2L2,Q8NHY3
ATP5ME,P56385
RNFT2,""
MDC1,""
PAQR6,""
LVRN,Q6Q4G3
DLL4,Q9NR61
TP63,Q9H3D4
ZMYND11,Q15326
ZMYND11,""
CHAC1,Q9BUX1
CHAC1,""
IFTAP,Q86VG3
TP63,""
IFTAP,""
PPP1R13L,Q8WUF5
C17orf50,Q8WW18
SLC49A3,Q6UXD7
C17orf50,""
POLR1G,O15446
SLC49A3,""
POLR1G,""
NBN,O60934
PIH1D2,Q8WWB5
NBN,""
HMGA2,P52926
HMGA2,""
PIH1D2,""
CPLX1,O14810
CPLX1,""
TP53AIP1,Q9HCN2
WDR74,""
HSPD1,P10809
HSPD1,""
MYL5,Q02045
MYL5,""
RGL1,Q9NZL6
CEBPD,P49716
DIAPH1,O60610
DIAPH1,""
KCNC4,Q03721
CNOT2,""
WDR74,Q6RFH5
KCNC4,""
GSN,P06396
TF,""
INO80,Q9ULG1
UBR3,Q6ZT12
RASSF6,Q6ZTQ3
UBR3,""
GSN,""
HUWE1,""
GFAP,P14136
GFAP,""
MEAF6,Q9HAF1
INO80,""
MEAF6,""
DEUP1,""
DEUP1,Q05D60
GCG,P01275
MRGPRX3,Q96LB0
OR5AN1,Q8NGI8
TF,P02787
OR51L1,Q8NGJ5
IFT70B,Q8N4P2
IFT70A,Q86WT1
AGER,Q15109
OR8D4,Q8NGM9
OR4S2,Q8NH73
OR4C6,Q8NH72
OR8H2,Q8N162
OR8H2,""
OR4D9,Q8NGE8
FUBP3,Q96I24
EVC,P57679
EVC,""
GABBR1,Q9UBS5
FUBP3,""
FNIP1,Q8TF40
RCN2,Q14257
FNIP1,""
RCN2,""
TLR10,Q9BXR5
HRH2,P25021
HRH2,""
ABHD15,Q6UXT9
TLR10,""
TLR6,Q9Y2C9
SLCO2A1,Q92959
ATXN2L,Q8WWM7
SLCO2A1,""
FAM114A1,""
ERCC2,P18074
DPP4,""
BTF3,P20290
DPP4,P27487
BTF3,""
AGER,""
TP53I13,""
MDFIC2,A0A1B0GVS7
ATXN2L,""
TSPAN3,O60637
FAM114A1,Q8IWE2
ERCC2,""
PTPDC1,A2A3K4
PTPDC1,""
TSPAN3,""
SASH1,O94885
TEX44,Q53QW1
KRIT1,O00522
SASH1,""
TP53I13,Q8NBR0
EME2,A4GXA9
ZNF649,Q9BS31
ZNF649,""
EME2,""
SPATA33,""
PPT1,P50897
SPATA33,Q96N06
PPT1,""
RCAN2,Q14206
DAB2IP,Q5VWQ8
DAB2IP,""
ZNF613,Q6PF04
ZNF613,""
KCNG4,Q8TDN1
KRIT1,""
PRKDC,P78527
CNOT2,Q9NZN8
CPB1,P15086
PRKDC,""
CPB1,""
PHF24,Q9UPV7
ZNF350,Q9GZX5
PALM2AKAP2,""
NCR3,""
ZNF350,""
USP31,Q70CQ4
PSTPIP1,""
USP31,""
OR1M1,Q8NGA1
OR7G1,Q8NGA0
OR7G3,Q8NG95
AGTR1,P30556
PKD1L3,Q7Z443
PALM2AKAP2,Q9Y2D5
ZNF317,Q96PQ6
PLEKHG5,""
ZNF317,""
DNASE1L3,Q13609
OR7D2,Q96RA2
PSMC3,""
PSMC3,P17980
OR7D4,Q8NG98
DNASE1L3,""
POM121,Q96HA1
OR52N5,Q8NH56
OR56A4,Q8NGH8
OR56A4,""
OR52A5,Q9H2C5
PSTPIP1,O43586
MAST4,O15021
OR8D1,Q8WZ84
OR5B3,Q8NH48
ABHD6,Q9BV23
IRF2,P14316
MAST4,""
IRF2,""
ABHD6,""
SPATA31A7,Q8IWB4
MAP6,Q96JE9
RREB1,Q92766
RREB1,""
OR52A1,Q9UKL2
OR5A2,Q8NGI9
CCPG1,""
OR10G7,Q8NGN6
OR52N1,Q8NH53
OR5B2,Q96R09
VAMP1,P23763
RPP14,O95059
BAZ1B,Q9UIG0
OR8B8,Q15620
MAB21L2,Q9Y586
GIT1,Q9Y2X7
GIT1,""
VAMP1,""
SPATA31A3,Q5VYP0
IFNA13,P01562
IFNA13,""
HUWE1,Q7Z6Z7
ANKRD13B,""
TUSC3,Q13454
GOLGA2,""
TUSC3,""
CASP4,P49662
CCN6,""
BCL7B,Q9BQE9
CASP4,""
GOLGA2,Q08379
CCN6,O95389
BCL7B,""
ZNF703,Q9H7S9
CIC,""
CIC,Q96RK0
TNXB,""
CCPG1,Q9ULG6
ANKRD13B,Q86YJ7
TLR4,""
PRL,""
PRL,P01236
TLR4,O00206
CASP5,""
PLEKHF1,Q96S99
FAM163B,P0C2L3
PLEKHF1,""
OR7A17,O14581
DBN1,Q16643
DMPK,Q09013
DBN1,""
DMPK,""
DBH,P09172
CASP5,P51878
DBH,""
PCDHGB6,Q9Y5F9
RPP21,""
MYMK,A6NI61
ERLIN2,""
FAM222B,""
FAM222B,Q8WU58
RPP21,Q9H633
MTMR1,""
HSPA1L,""
ERLIN2,O94905
PRRT1,Q99946
PRRT1,""
PIPOX,Q9P0Z9
RAB27A,P51159
PIPOX,""
FLOT1,""
RAB27A,""
MTMR1,Q13613
GOLGA8Q,H3BV12
NEU1,""
HMGB3,""
HMGB3,O15347
FAM98B,Q52LJ0
PLPBP,""
FAM98B,""
NEU1,Q99519
SIN3B,O75182
SAPCD1,""
SAPCD1,Q5SSQ6
SIN3B,""
GTF2IRD1,Q9UHL9
PLPBP,O94903
GTF2IRD1,""
ADGRA2,""
ATXN3,""
PLEKHG5,O94827
F2RL3,Q96RI0
F2RL3,""
CPAMD8,Q8IZJ3
TAP1,Q03518
ADGRA2,Q96PE1
UBD,""
MCTP1,Q6DN14
POM121C,A8CG34
CPAMD8,""
MCTP1,""
ZMYND8,Q9ULU4
ATXN3,P54252
POM121C,""
DDX1,Q92499
